Id,over_draft,credit_usage,credit_history,purpose,current_balance,Average_Credit_Balance,employment,location,personal_status,other_parties,residence_since,property_magnitude,cc_age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
541,0<=X<200,12,existing_paid,radio/tv,1534,<100,<1,1,male_mar/wid,none,1,real_estate,23,none,rent,1,skilled,1,none,yes,bad
542,no_checking,24,delayed_previously,new_car,2032,<100,>=7,4,male_single,none,4,no_known_property,60,none,for_free,2,skilled,1,yes,yes,good
543,<0,30,existing_paid,furniture/equipment,6350,no_known_savings,>=7,4,male_single,none,4,life_insurance,31,none,own,1,skilled,1,none,yes,bad
544,>=200,18,existing_paid,furniture/equipment,2864,<100,1<=X<4,2,male_single,none,1,real_estate,34,none,own,1,unskilled_resident,2,none,yes,bad
545,no_checking,12,critical/other_existing_credit,new_car,1255,<100,>=7,4,male_single,none,4,real_estate,61,none,own,2,unskilled_resident,1,none,yes,good
546,<0,24,delayed_previously,new_car,1333,<100,unemployed,4,male_single,none,2,real_estate,43,none,for_free,2,skilled,2,none,yes,bad
547,no_checking,24,critical/other_existing_credit,new_car,2022,<100,1<=X<4,4,female_div/dep/mar,none,4,car,37,none,own,1,skilled,1,yes,yes,good
548,no_checking,24,existing_paid,radio/tv,1552,<100,4<=X<7,3,male_single,none,1,car,32,bank,own,1,skilled,2,none,yes,good
549,<0,12,all_paid,radio/tv,626,<100,1<=X<4,4,female_div/dep/mar,none,4,real_estate,24,bank,own,1,unskilled_resident,1,none,yes,bad
550,no_checking,48,critical/other_existing_credit,used_car,8858,no_known_savings,4<=X<7,2,male_single,none,1,no_known_property,35,none,for_free,2,skilled,1,yes,yes,good
551,no_checking,12,critical/other_existing_credit,repairs,996,no_known_savings,4<=X<7,4,female_div/dep/mar,none,4,real_estate,23,none,own,2,skilled,1,none,yes,good
552,no_checking,6,all_paid,radio/tv,1750,500<=X<1000,>=7,2,male_single,none,4,life_insurance,45,bank,own,1,unskilled_resident,2,none,yes,good
553,<0,48,existing_paid,radio/tv,6999,<100,4<=X<7,1,male_mar/wid,guarantor,1,real_estate,34,none,own,2,skilled,1,yes,yes,bad
554,0<=X<200,12,critical/other_existing_credit,new_car,1995,100<=X<500,<1,4,male_single,none,1,car,27,none,own,1,skilled,1,none,yes,good
555,0<=X<200,9,existing_paid,education,1199,<100,4<=X<7,4,female_div/dep/mar,none,4,life_insurance,67,none,own,2,high_qualif/self_emp/mgmt,1,yes,yes,good
556,0<=X<200,12,existing_paid,radio/tv,1331,<100,<1,2,male_single,none,1,car,22,stores,own,1,skilled,1,none,yes,bad
557,0<=X<200,18,no_credits/all_paid,new_car,2278,100<=X<500,<1,3,female_div/dep/mar,none,3,car,28,none,own,2,skilled,1,none,yes,bad
558,no_checking,21,no_credits/all_paid,new_car,5003,no_known_savings,1<=X<4,1,female_div/dep/mar,none,4,life_insurance,29,bank,own,2,skilled,1,yes,yes,bad
559,<0,24,all_paid,furniture/equipment,3552,<100,4<=X<7,3,male_single,none,4,car,27,bank,own,1,skilled,1,none,yes,bad
560,0<=X<200,18,critical/other_existing_credit,furniture/equipment,1928,<100,<1,2,male_single,none,2,real_estate,31,none,own,2,unskilled_resident,1,none,yes,bad
561,<0,24,existing_paid,used_car,2964,no_known_savings,>=7,4,male_single,none,4,no_known_property,49,bank,for_free,1,skilled,2,yes,yes,good
562,<0,24,all_paid,radio/tv,1546,<100,4<=X<7,4,male_single,guarantor,4,car,24,bank,rent,1,unskilled_resident,1,none,yes,bad
563,>=200,6,delayed_previously,radio/tv,683,<100,<1,2,female_div/dep/mar,none,1,life_insurance,29,bank,own,1,skilled,1,none,yes,good
564,0<=X<200,36,existing_paid,new_car,12389,no_known_savings,1<=X<4,1,male_single,none,4,no_known_property,37,none,for_free,1,skilled,1,yes,yes,bad
565,0<=X<200,24,delayed_previously,business,4712,no_known_savings,1<=X<4,4,male_single,none,2,life_insurance,37,bank,own,2,high_qualif/self_emp/mgmt,1,yes,yes,good
566,0<=X<200,24,delayed_previously,radio/tv,1553,100<=X<500,4<=X<7,3,female_div/dep/mar,none,2,life_insurance,23,none,rent,2,skilled,1,yes,yes,good
567,<0,12,existing_paid,new_car,1372,<100,4<=X<7,2,male_div/sep,none,3,car,36,none,own,1,skilled,1,none,yes,bad
568,no_checking,24,critical/other_existing_credit,radio/tv,2578,>=1000,>=7,2,male_single,none,2,car,34,none,own,1,skilled,1,none,yes,good
569,0<=X<200,48,existing_paid,radio/tv,3979,no_known_savings,4<=X<7,4,male_single,none,1,car,41,none,own,2,skilled,2,yes,yes,good
570,<0,48,existing_paid,radio/tv,6758,<100,1<=X<4,3,female_div/dep/mar,none,2,car,31,none,own,1,skilled,1,yes,yes,bad
571,<0,24,existing_paid,furniture/equipment,3234,<100,<1,4,female_div/dep/mar,none,4,real_estate,23,none,rent,1,unskilled_resident,1,yes,yes,bad
572,no_checking,30,critical/other_existing_credit,radio/tv,5954,<100,4<=X<7,3,male_single,co_applicant,2,car,38,none,own,1,skilled,1,none,yes,good
573,no_checking,24,existing_paid,used_car,5433,no_known_savings,unemployed,2,female_div/dep/mar,none,4,life_insurance,26,none,rent,1,high_qualif/self_emp/mgmt,1,yes,yes,good
574,<0,15,existing_paid,business,806,<100,1<=X<4,4,female_div/dep/mar,none,4,life_insurance,22,none,own,1,unskilled_resident,1,none,yes,good
575,0<=X<200,9,existing_paid,radio/tv,1082,<100,>=7,4,male_single,none,4,car,27,none,own,2,unskilled_resident,1,none,yes,good
576,no_checking,15,critical/other_existing_credit,furniture/equipment,2788,<100,4<=X<7,2,female_div/dep/mar,co_applicant,3,car,24,bank,own,2,skilled,1,none,yes,good
577,0<=X<200,12,existing_paid,radio/tv,2930,<100,4<=X<7,2,female_div/dep/mar,none,1,real_estate,27,none,own,1,skilled,1,none,yes,good
578,no_checking,24,critical/other_existing_credit,education,1927,no_known_savings,1<=X<4,3,female_div/dep/mar,none,2,car,33,none,own,2,skilled,1,yes,yes,good
579,0<=X<200,36,critical/other_existing_credit,new_car,2820,<100,<1,4,male_div/sep,none,4,car,27,none,own,2,skilled,1,none,yes,bad
580,no_checking,24,existing_paid,retraining,937,<100,<1,4,male_mar/wid,none,3,car,27,none,own,2,unskilled_resident,1,none,yes,good
581,0<=X<200,18,critical/other_existing_credit,new_car,1056,<100,>=7,3,male_single,guarantor,3,real_estate,30,bank,own,2,skilled,1,none,yes,bad
582,0<=X<200,12,critical/other_existing_credit,new_car,3124,<100,<1,1,male_single,none,3,real_estate,49,bank,own,2,unskilled_resident,2,none,yes,good
583,no_checking,9,existing_paid,furniture/equipment,1388,<100,1<=X<4,4,female_div/dep/mar,none,2,real_estate,26,none,rent,1,skilled,1,none,yes,good
584,0<=X<200,36,existing_paid,repairs,2384,<100,<1,4,male_single,none,1,no_known_property,33,none,rent,1,unskilled_resident,1,none,yes,bad
585,no_checking,12,existing_paid,new_car,2133,no_known_savings,>=7,4,female_div/dep/mar,none,4,no_known_property,52,none,for_free,1,high_qualif/self_emp/mgmt,1,yes,yes,good
586,<0,18,existing_paid,furniture/equipment,2039,<100,1<=X<4,1,female_div/dep/mar,none,4,real_estate,20,bank,rent,1,skilled,1,none,yes,bad
587,<0,9,critical/other_existing_credit,new_car,2799,<100,1<=X<4,2,male_single,none,2,real_estate,36,none,rent,2,skilled,2,none,yes,good
588,<0,12,existing_paid,furniture/equipment,1289,<100,1<=X<4,4,male_single,guarantor,1,life_insurance,21,none,own,1,unskilled_resident,1,none,yes,good
589,<0,18,existing_paid,domestic_appliance,1217,<100,1<=X<4,4,male_mar/wid,none,3,real_estate,47,none,own,1,unskilled_resident,1,yes,yes,bad
590,<0,12,critical/other_existing_credit,furniture/equipment,2246,<100,>=7,3,male_single,none,3,life_insurance,60,none,own,2,skilled,1,none,yes,bad
591,<0,12,critical/other_existing_credit,radio/tv,385,<100,4<=X<7,4,female_div/dep/mar,none,3,real_estate,58,none,own,4,unskilled_resident,1,yes,yes,good
592,0<=X<200,24,delayed_previously,new_car,1965,no_known_savings,1<=X<4,4,female_div/dep/mar,none,4,car,42,none,rent,2,skilled,1,yes,yes,good
593,no_checking,21,existing_paid,business,1572,>=1000,>=7,4,female_div/dep/mar,none,4,real_estate,36,bank,own,1,unskilled_resident,1,none,yes,good
594,0<=X<200,24,existing_paid,new_car,2718,<100,1<=X<4,3,female_div/dep/mar,none,4,life_insurance,20,none,rent,1,unskilled_resident,1,yes,yes,bad
595,<0,24,all_paid,other,1358,no_known_savings,>=7,4,male_single,none,3,car,40,stores,own,1,high_qualif/self_emp/mgmt,1,yes,yes,bad
596,0<=X<200,6,all_paid,new_car,931,100<=X<500,<1,1,female_div/dep/mar,none,1,life_insurance,32,stores,own,1,unskilled_resident,1,none,yes,bad
597,<0,24,existing_paid,new_car,1442,<100,4<=X<7,4,female_div/dep/mar,none,4,car,23,none,rent,2,skilled,1,none,yes,bad
598,0<=X<200,24,no_credits/all_paid,business,4241,<100,1<=X<4,1,male_single,none,4,real_estate,36,none,own,3,unskilled_resident,1,yes,yes,bad
599,no_checking,18,critical/other_existing_credit,new_car,2775,<100,4<=X<7,2,male_single,none,2,life_insurance,31,bank,own,2,skilled,1,none,yes,bad
600,no_checking,24,delayed_previously,business,3863,<100,1<=X<4,1,male_single,none,2,no_known_property,32,none,for_free,1,skilled,1,none,yes,good
601,0<=X<200,7,existing_paid,radio/tv,2329,<100,<1,1,female_div/dep/mar,guarantor,1,real_estate,45,none,own,1,skilled,1,none,yes,good
602,0<=X<200,9,existing_paid,furniture/equipment,918,<100,1<=X<4,4,female_div/dep/mar,none,1,life_insurance,30,none,own,1,skilled,1,none,yes,bad
603,0<=X<200,24,all_paid,education,1837,<100,4<=X<7,4,female_div/dep/mar,none,4,no_known_property,34,bank,for_free,1,unskilled_resident,1,none,yes,bad
604,no_checking,36,existing_paid,furniture/equipment,3349,<100,1<=X<4,4,female_div/dep/mar,none,2,car,28,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,bad
605,>=200,10,existing_paid,furniture/equipment,1275,<100,<1,4,female_div/dep/mar,none,2,life_insurance,23,none,own,1,skilled,1,none,yes,good
606,<0,24,all_paid,furniture/equipment,2828,500<=X<1000,1<=X<4,4,male_single,none,4,real_estate,22,stores,own,1,skilled,1,yes,yes,good
607,no_checking,24,critical/other_existing_credit,business,4526,<100,1<=X<4,3,male_single,none,2,real_estate,74,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
608,0<=X<200,36,existing_paid,radio/tv,2671,100<=X<500,1<=X<4,4,female_div/dep/mar,co_applicant,4,no_known_property,50,none,for_free,1,skilled,1,none,yes,bad
609,no_checking,18,existing_paid,radio/tv,2051,<100,<1,4,male_single,none,1,real_estate,33,none,own,1,skilled,1,none,yes,good
610,no_checking,15,existing_paid,used_car,1300,no_known_savings,>=7,4,male_single,none,4,no_known_property,45,bank,for_free,1,skilled,2,none,yes,good
611,<0,12,existing_paid,domestic_appliance,741,100<=X<500,unemployed,4,female_div/dep/mar,none,3,life_insurance,22,none,own,1,skilled,1,none,yes,bad
612,>=200,10,existing_paid,new_car,1240,100<=X<500,>=7,1,female_div/dep/mar,none,4,no_known_property,48,none,for_free,1,unskilled_resident,2,none,yes,bad
613,<0,21,existing_paid,radio/tv,3357,>=1000,<1,4,female_div/dep/mar,none,2,car,29,bank,own,1,skilled,1,none,yes,good
614,<0,24,all_paid,used_car,3632,<100,1<=X<4,1,female_div/dep/mar,guarantor,4,car,22,bank,rent,1,skilled,1,none,no,good
615,no_checking,18,delayed_previously,furniture/equipment,1808,<100,4<=X<7,4,female_div/dep/mar,none,1,real_estate,22,none,own,1,skilled,1,none,yes,bad
616,0<=X<200,48,no_credits/all_paid,business,12204,no_known_savings,1<=X<4,2,male_single,none,2,car,48,bank,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
617,0<=X<200,60,delayed_previously,radio/tv,9157,no_known_savings,1<=X<4,2,male_single,none,2,no_known_property,27,none,for_free,1,high_qualif/self_emp/mgmt,1,none,yes,good
618,<0,6,critical/other_existing_credit,new_car,3676,<100,1<=X<4,1,male_single,none,3,real_estate,37,none,rent,3,skilled,2,none,yes,good
619,0<=X<200,30,existing_paid,furniture/equipment,3441,100<=X<500,1<=X<4,2,female_div/dep/mar,co_applicant,4,car,21,none,rent,1,skilled,1,none,yes,bad
620,no_checking,12,existing_paid,new_car,640,<100,1<=X<4,4,male_div/sep,none,2,real_estate,49,none,own,1,unskilled_resident,1,none,yes,good
621,0<=X<200,21,critical/other_existing_credit,business,3652,<100,4<=X<7,2,male_single,none,3,life_insurance,27,none,own,2,skilled,1,none,yes,good
622,no_checking,18,critical/other_existing_credit,new_car,1530,<100,1<=X<4,3,male_single,none,2,life_insurance,32,bank,own,2,skilled,1,none,yes,bad
623,no_checking,48,existing_paid,business,3914,no_known_savings,1<=X<4,4,male_div/sep,none,2,real_estate,38,bank,own,1,skilled,1,none,yes,bad
624,<0,12,existing_paid,furniture/equipment,1858,<100,<1,4,female_div/dep/mar,none,1,car,22,none,rent,1,skilled,1,none,yes,good
625,<0,18,existing_paid,radio/tv,2600,<100,1<=X<4,4,male_single,none,4,no_known_property,65,none,for_free,2,skilled,1,none,yes,bad
626,no_checking,15,existing_paid,radio/tv,1979,no_known_savings,>=7,4,male_single,none,2,car,35,none,own,1,skilled,1,none,yes,good
627,>=200,6,existing_paid,furniture/equipment,2116,<100,1<=X<4,2,male_single,none,2,real_estate,41,none,own,1,skilled,1,yes,yes,good
628,0<=X<200,9,all_paid,new_car,1437,100<=X<500,4<=X<7,2,male_single,none,3,no_known_property,29,none,own,1,skilled,1,none,yes,bad
629,no_checking,42,critical/other_existing_credit,furniture/equipment,4042,500<=X<1000,1<=X<4,4,male_single,none,4,real_estate,36,none,own,2,skilled,1,yes,yes,good
630,no_checking,9,existing_paid,education,3832,no_known_savings,>=7,1,male_single,none,4,real_estate,64,none,own,1,unskilled_resident,1,none,yes,good
631,<0,24,existing_paid,radio/tv,3660,<100,1<=X<4,2,female_div/dep/mar,none,4,car,28,none,own,1,skilled,1,none,yes,good
632,<0,18,all_paid,furniture/equipment,1553,<100,1<=X<4,4,male_single,none,3,car,44,bank,own,1,skilled,1,none,yes,bad
633,0<=X<200,15,existing_paid,radio/tv,1444,no_known_savings,<1,4,male_single,none,1,life_insurance,23,none,own,1,skilled,1,none,yes,good
634,no_checking,9,existing_paid,furniture/equipment,1980,<100,<1,2,female_div/dep/mar,co_applicant,2,car,19,none,rent,2,skilled,1,none,yes,bad
635,0<=X<200,24,existing_paid,new_car,1355,<100,<1,3,female_div/dep/mar,none,4,car,25,none,own,1,unskilled_resident,1,yes,yes,bad
636,no_checking,12,existing_paid,education,1393,<100,>=7,4,male_single,none,4,life_insurance,47,bank,own,3,skilled,2,yes,yes,good
637,no_checking,24,existing_paid,radio/tv,1376,500<=X<1000,4<=X<7,4,female_div/dep/mar,none,1,car,28,none,own,1,skilled,1,none,yes,good
638,no_checking,60,delayed_previously,radio/tv,15653,<100,4<=X<7,2,male_single,none,4,car,21,none,own,2,skilled,1,yes,yes,good
639,no_checking,12,existing_paid,radio/tv,1493,<100,<1,4,female_div/dep/mar,none,3,car,34,none,own,1,skilled,2,none,yes,good
640,<0,42,delayed_previously,radio/tv,4370,<100,4<=X<7,3,male_single,none,2,life_insurance,26,bank,own,2,skilled,2,yes,yes,bad
641,<0,18,existing_paid,education,750,<100,unemployed,4,female_div/dep/mar,none,1,real_estate,27,none,own,1,unemp/unskilled_non_res,1,none,yes,bad
642,0<=X<200,15,existing_paid,repairs,1308,<100,>=7,4,male_single,none,4,car,38,none,own,2,unskilled_resident,1,none,yes,good
643,no_checking,15,existing_paid,education,4623,100<=X<500,1<=X<4,3,male_single,none,2,life_insurance,40,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,bad
644,no_checking,24,critical/other_existing_credit,radio/tv,1851,<100,4<=X<7,4,male_mar/wid,guarantor,2,car,33,none,own,2,skilled,1,yes,yes,good
645,<0,18,critical/other_existing_credit,radio/tv,1880,<100,4<=X<7,4,male_mar/wid,none,1,life_insurance,32,none,own,2,high_qualif/self_emp/mgmt,1,yes,yes,good
646,no_checking,36,delayed_previously,business,7980,no_known_savings,<1,4,male_single,none,4,car,27,none,rent,2,skilled,1,yes,yes,bad
647,<0,30,no_credits/all_paid,furniture/equipment,4583,<100,1<=X<4,2,male_div/sep,guarantor,2,real_estate,32,none,own,2,skilled,1,none,yes,good
648,no_checking,12,existing_paid,new_car,1386,500<=X<1000,1<=X<4,2,female_div/dep/mar,none,2,life_insurance,26,none,own,1,skilled,1,none,yes,bad
649,>=200,24,existing_paid,new_car,947,<100,4<=X<7,4,male_single,none,3,no_known_property,38,bank,for_free,1,skilled,2,none,yes,bad
650,<0,12,existing_paid,education,684,<100,1<=X<4,4,male_single,none,4,car,40,none,rent,1,unskilled_resident,2,none,yes,bad
651,<0,48,existing_paid,education,7476,<100,4<=X<7,4,male_single,none,1,no_known_property,50,none,for_free,1,high_qualif/self_emp/mgmt,1,yes,yes,good
652,0<=X<200,12,existing_paid,furniture/equipment,1922,<100,1<=X<4,4,male_single,none,2,life_insurance,37,none,own,1,unskilled_resident,1,none,yes,bad
653,<0,24,existing_paid,new_car,2303,<100,>=7,4,male_single,co_applicant,1,real_estate,45,none,own,1,skilled,1,none,yes,bad
654,0<=X<200,36,delayed_previously,new_car,8086,100<=X<500,>=7,2,male_single,none,4,car,42,none,own,4,high_qualif/self_emp/mgmt,1,yes,yes,bad
655,no_checking,24,critical/other_existing_credit,used_car,2346,<100,4<=X<7,4,male_single,none,3,car,35,none,own,2,skilled,1,yes,yes,good
656,<0,14,existing_paid,new_car,3973,<100,unemployed,1,male_single,none,4,no_known_property,22,none,for_free,1,skilled,1,none,yes,good
657,0<=X<200,12,existing_paid,new_car,888,<100,>=7,4,male_single,none,4,car,41,bank,own,1,unskilled_resident,2,none,yes,bad
658,no_checking,48,existing_paid,radio/tv,10222,no_known_savings,4<=X<7,4,male_single,none,3,car,37,stores,own,1,skilled,1,yes,yes,good
659,0<=X<200,30,no_credits/all_paid,business,4221,<100,1<=X<4,2,female_div/dep/mar,none,1,car,28,none,own,2,skilled,1,none,yes,good
660,0<=X<200,18,critical/other_existing_credit,furniture/equipment,6361,<100,>=7,2,male_single,none,1,no_known_property,41,none,own,1,skilled,1,yes,yes,good
661,>=200,12,existing_paid,radio/tv,1297,<100,1<=X<4,3,male_mar/wid,none,4,real_estate,23,none,rent,1,skilled,1,none,yes,good
662,<0,12,existing_paid,new_car,900,no_known_savings,1<=X<4,4,male_mar/wid,none,2,car,23,none,own,1,skilled,1,none,yes,bad
663,no_checking,21,existing_paid,furniture/equipment,2241,<100,>=7,4,male_single,none,2,real_estate,50,none,own,2,skilled,1,none,yes,good
664,0<=X<200,6,delayed_previously,furniture/equipment,1050,<100,unemployed,4,male_single,none,1,life_insurance,35,stores,own,2,high_qualif/self_emp/mgmt,1,yes,yes,good
665,>=200,6,critical/other_existing_credit,education,1047,<100,1<=X<4,2,female_div/dep/mar,none,4,life_insurance,50,none,own,1,unskilled_resident,1,none,yes,good
666,no_checking,24,critical/other_existing_credit,other,6314,<100,unemployed,4,male_single,co_applicant,2,no_known_property,27,bank,own,2,high_qualif/self_emp/mgmt,1,yes,yes,good
667,0<=X<200,30,all_paid,furniture/equipment,3496,>=1000,1<=X<4,4,male_single,none,2,car,34,stores,own,1,skilled,2,yes,yes,good
668,no_checking,48,all_paid,business,3609,<100,1<=X<4,1,female_div/dep/mar,none,1,real_estate,27,stores,own,1,skilled,1,none,yes,good
669,<0,12,critical/other_existing_credit,new_car,4843,<100,>=7,3,male_single,co_applicant,4,life_insurance,43,none,rent,2,skilled,1,yes,yes,bad
670,>=200,30,critical/other_existing_credit,radio/tv,3017,<100,>=7,4,male_single,none,4,life_insurance,47,none,own,1,skilled,1,none,yes,good
671,no_checking,24,critical/other_existing_credit,business,4139,100<=X<500,1<=X<4,3,male_single,none,3,life_insurance,27,none,own,2,unskilled_resident,1,yes,yes,good
672,no_checking,36,existing_paid,business,5742,100<=X<500,4<=X<7,2,male_single,none,2,car,31,none,own,2,skilled,1,yes,yes,good
673,no_checking,60,existing_paid,new_car,10366,<100,>=7,2,male_single,none,4,life_insurance,42,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
674,no_checking,6,critical/other_existing_credit,new_car,2080,500<=X<1000,1<=X<4,1,male_mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,good
675,no_checking,21,delayed_previously,business,2580,500<=X<1000,<1,4,male_single,none,2,real_estate,41,bank,own,1,unskilled_resident,2,none,yes,bad
676,no_checking,30,critical/other_existing_credit,radio/tv,4530,<100,4<=X<7,4,female_div/dep/mar,none,4,car,26,none,rent,1,high_qualif/self_emp/mgmt,1,yes,yes,good
677,no_checking,24,critical/other_existing_credit,furniture/equipment,5150,<100,>=7,4,male_single,none,4,car,33,none,own,1,skilled,1,yes,yes,good
678,0<=X<200,72,existing_paid,radio/tv,5595,100<=X<500,1<=X<4,2,male_mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,bad
679,<0,24,existing_paid,radio/tv,2384,<100,>=7,4,male_single,none,4,real_estate,64,bank,rent,1,unskilled_resident,1,none,yes,good
680,no_checking,18,existing_paid,radio/tv,1453,<100,<1,3,female_div/dep/mar,none,1,real_estate,26,none,own,1,skilled,1,none,yes,good
681,no_checking,6,existing_paid,education,1538,<100,<1,1,female_div/dep/mar,none,2,no_known_property,56,none,own,1,skilled,1,none,yes,good
682,no_checking,12,existing_paid,radio/tv,2279,no_known_savings,1<=X<4,4,male_single,none,4,no_known_property,37,none,for_free,1,skilled,1,yes,yes,good
683,no_checking,15,delayed_previously,radio/tv,1478,<100,1<=X<4,4,male_mar/wid,none,3,real_estate,33,bank,own,2,skilled,1,none,yes,good
684,no_checking,24,critical/other_existing_credit,radio/tv,5103,<100,<1,3,male_mar/wid,none,3,no_known_property,47,none,for_free,3,skilled,1,yes,yes,good
685,0<=X<200,36,delayed_previously,business,9857,100<=X<500,4<=X<7,1,male_single,none,3,life_insurance,31,none,own,2,unskilled_resident,2,yes,yes,good
686,no_checking,60,existing_paid,new_car,6527,no_known_savings,1<=X<4,4,male_single,none,4,no_known_property,34,none,for_free,1,skilled,2,yes,yes,good
687,>=200,10,critical/other_existing_credit,radio/tv,1347,no_known_savings,4<=X<7,4,male_single,none,2,life_insurance,27,none,own,2,skilled,1,yes,yes,good
688,0<=X<200,36,delayed_previously,new_car,2862,100<=X<500,>=7,4,male_single,none,3,no_known_property,30,none,for_free,1,skilled,1,none,yes,good
689,no_checking,9,existing_paid,radio/tv,2753,100<=X<500,>=7,3,male_single,co_applicant,4,car,35,none,own,1,skilled,1,yes,yes,good
690,<0,12,existing_paid,new_car,3651,>=1000,1<=X<4,1,male_single,none,3,life_insurance,31,none,own,1,skilled,2,none,yes,good
691,<0,15,critical/other_existing_credit,furniture/equipment,975,<100,1<=X<4,2,male_div/sep,none,3,life_insurance,25,none,own,2,skilled,1,none,yes,good
692,0<=X<200,15,existing_paid,repairs,2631,100<=X<500,1<=X<4,3,female_div/dep/mar,none,2,real_estate,25,none,own,1,unskilled_resident,1,none,yes,good
693,0<=X<200,24,existing_paid,radio/tv,2896,100<=X<500,<1,2,male_single,none,1,car,29,none,own,1,skilled,1,none,yes,good
694,<0,6,critical/other_existing_credit,new_car,4716,no_known_savings,<1,1,male_single,none,3,real_estate,44,none,own,2,unskilled_resident,2,none,yes,good
695,no_checking,24,existing_paid,radio/tv,2284,<100,4<=X<7,4,male_single,none,2,car,28,none,own,1,skilled,1,yes,yes,good
696,no_checking,6,existing_paid,used_car,1236,500<=X<1000,1<=X<4,2,male_single,none,4,life_insurance,50,none,rent,1,skilled,1,none,yes,good
697,0<=X<200,12,existing_paid,radio/tv,1103,<100,4<=X<7,4,male_single,guarantor,3,real_estate,29,none,own,2,skilled,1,none,no,good
698,no_checking,12,critical/other_existing_credit,new_car,926,<100,unemployed,1,female_div/dep/mar,none,2,life_insurance,38,none,own,1,unemp/unskilled_non_res,1,none,yes,good
699,no_checking,18,critical/other_existing_credit,radio/tv,1800,<100,1<=X<4,4,male_single,none,2,car,24,none,own,2,skilled,1,none,yes,good
700,>=200,15,existing_paid,education,1905,<100,>=7,4,male_single,none,4,car,40,none,rent,1,high_qualif/self_emp/mgmt,1,yes,yes,good
701,no_checking,12,existing_paid,furniture/equipment,1123,500<=X<1000,1<=X<4,4,female_div/dep/mar,none,4,car,29,none,rent,1,unskilled_resident,1,none,yes,bad
702,<0,48,critical/other_existing_credit,used_car,6331,<100,>=7,4,male_single,none,4,no_known_property,46,none,for_free,2,skilled,1,yes,yes,bad
703,>=200,24,existing_paid,radio/tv,1377,100<=X<500,>=7,4,female_div/dep/mar,none,2,no_known_property,47,none,for_free,1,skilled,1,yes,yes,good
704,0<=X<200,30,delayed_previously,business,2503,100<=X<500,>=7,4,male_single,none,2,life_insurance,41,stores,own,2,skilled,1,none,yes,good
705,0<=X<200,27,existing_paid,business,2528,<100,<1,4,female_div/dep/mar,none,1,life_insurance,32,none,own,1,skilled,2,yes,yes,good
706,no_checking,15,existing_paid,new_car,5324,500<=X<1000,>=7,1,female_div/dep/mar,none,4,no_known_property,35,none,for_free,1,skilled,1,none,yes,good
707,0<=X<200,48,existing_paid,new_car,6560,100<=X<500,4<=X<7,3,male_single,none,2,life_insurance,24,none,own,1,skilled,1,none,yes,bad
708,0<=X<200,12,no_credits/all_paid,furniture/equipment,2969,<100,<1,4,female_div/dep/mar,none,3,life_insurance,25,none,rent,2,skilled,1,none,yes,bad
709,0<=X<200,9,existing_paid,radio/tv,1206,<100,>=7,4,female_div/dep/mar,none,4,real_estate,25,none,own,1,skilled,1,none,yes,good
710,0<=X<200,9,existing_paid,radio/tv,2118,<100,1<=X<4,2,male_single,none,2,real_estate,37,none,own,1,unskilled_resident,2,none,yes,good
711,no_checking,18,critical/other_existing_credit,radio/tv,629,500<=X<1000,>=7,4,male_single,none,3,life_insurance,32,bank,own,2,high_qualif/self_emp/mgmt,1,yes,yes,good
712,<0,6,all_paid,education,1198,<100,>=7,4,female_div/dep/mar,none,4,no_known_property,35,none,for_free,1,skilled,1,none,yes,bad
713,no_checking,21,existing_paid,used_car,2476,no_known_savings,>=7,4,male_single,none,4,real_estate,46,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
714,<0,9,critical/other_existing_credit,radio/tv,1138,<100,1<=X<4,4,male_single,none,4,real_estate,25,none,own,2,unskilled_resident,1,none,yes,good
715,0<=X<200,60,existing_paid,new_car,14027,<100,4<=X<7,4,male_single,none,2,no_known_property,27,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,bad
716,no_checking,30,critical/other_existing_credit,used_car,7596,no_known_savings,>=7,1,male_single,none,4,car,63,none,own,2,skilled,1,none,yes,good
717,no_checking,30,critical/other_existing_credit,radio/tv,3077,no_known_savings,>=7,3,male_single,none,2,car,40,none,own,2,skilled,2,yes,yes,good
718,no_checking,18,existing_paid,radio/tv,1505,<100,1<=X<4,4,male_single,none,2,no_known_property,32,none,for_free,1,high_qualif/self_emp/mgmt,1,yes,yes,good
719,>=200,24,critical/other_existing_credit,radio/tv,3148,no_known_savings,1<=X<4,3,male_single,none,2,car,31,none,own,2,skilled,1,yes,yes,good
720,0<=X<200,20,no_credits/all_paid,used_car,6148,100<=X<500,>=7,3,male_mar/wid,none,4,car,31,bank,own,2,skilled,1,yes,yes,good
721,>=200,9,no_credits/all_paid,radio/tv,1337,<100,<1,4,male_single,none,2,car,34,none,own,2,high_qualif/self_emp/mgmt,1,yes,yes,bad
